Word,Length,Use_rate
slush,5,45601
slush_around,11,417360
smack,5,21165
smart,5,2207
smarten_up,9,417361
smash,5,13346
smash_up,7,417362
smatter,7,417363
smear,5,22663
smell,5,8314
smell_out,8,417364
smell_up,7,417365
smelt,5,53019
smile,5,4842
smirch,6,417366
smirk,5,44683
smite,5,56460
smock,5,63492
smoke,5,4236
smoke_out,8,417367
smolder,7,201390
smooch,6,95789
smooth,6,3880
smooth_out,9,417368
smooth_over,10,417369
smoothen,8,257374
smother,7,27773
smoulder,8,327450
smudge,6,49676
smuggle,7,64669
smut,4,24532
smutch,6,417370
snack,5,11852
snaffle,7,114967
snafu,5,60529
snag,4,33918
snail,5,20170
snake,5,7560
snap,4,7321
snap_at,6,417371
snap_back,8,417372
snap_off,7,417373
snap_up,6,417374
snare,5,22436
snarf,5,96993
snarl,5,70199
snarl_up,7,417375
snatch,6,16326
snatch_up,8,417376
sneak,5,16203
sneak_away,9,417377
sneak_in,7,417378
sneak_off,8,417379
sneak_out,8,417380
sneak_up,7,417381
sneer,5,66483
sneeze,6,47754
snick,5,237911
snicker,7,73064
sniff,5,25693
sniff_out,8,417382
sniffle,7,123122
snigger,7,184309
snip,4,23816
snip_off,7,417383
snipe,5,43281
snitch,6,61869
snivel,6,313322
snog,4,90536
snooker,7,17492
snoop,5,14429
snooze,6,39604
snore,5,53766
snorkel,7,29763
snort,5,20591
snow,4,2274
snow-blind,10,417384
snowball,8,32511
snowboard,9,9835
snowmobile,10,19488
snowshoe,8,32779
snub,4,58771
snuff,5,28677
snuff_it,7,417385
snuff_out,8,417386
snuffle,7,417387
snuggle,7,45623
soak,4,19340
soak_through,11,417388
soak_up,6,417389
soap,4,5253
soar,4,19126
soar_up,6,417390
soar_upwards,11,417391
sob,3,29976
sober,5,19532
sober_up,7,417392
socialise,9,94485
socialize,9,44373
sock,4,12043
sod,3,23572
sodomise,8,417393
sodomize,8,283046
soft-pedal,10,417394
soft-soap,9,417395
soft-solder,11,417396
soften,6,30385
soil,4,3202
sojourn,7,41596
solace,6,34817
solarise,8,417397
solarize,8,234039
solder,6,19280
soldier,7,6153
sole,4,4964
solemnise,9,417398
solemnize,9,238894
solicit,7,21425
solidify,8,51625
soliloquise,11,417399
soliloquize,11,417400
solmizate,9,417401
solo,4,4716
solvate,7,329020
solve,5,4953
somersault,10,87409
somnambulate,12,417402
sonnet,6,25111
soot,4,36453
soothe,6,33091
sop,3,25667
sop_up,5,417403
sophisticate,12,112569
sorb,4,121636
sorcerise,9,417404
sorcerize,9,417405
sorrow,6,14621
sort,4,923
sort_out,7,417406
sough,5,287438
sound,5,803
sound_off,8,417407
sound_out,8,417408
soundproof,10,71239
soup,4,5944
soup_up,6,417409
sour,4,12027
source,6,419
souse,5,417410
sovietise,9,417411
sovietize,9,417412
sow,3,22746
sow_in,5,417413
sow_one's_oats,12,417414
sow_one's_wild_oats,16,417415
space,5,642
spacewalk,9,107232
spade,5,20261
spam,4,2568
span,4,6671
spang,5,167594
spangle,7,97561
spank,5,9559
spar,4,28060
spare,5,6173
sparge,6,219972
spark,5,10274
spark_off,8,417416
sparkle,7,17533
spat,4,34245
spatchcock,10,417417
spatter,7,102863
spawn,5,18033
spay,4,47799
speak,5,2544
speak_for,8,417418
speak_in_tongues,14,417419
speak_of_the_devil,15,417420
speak_out,8,417421
speak_up,7,417422
spear,5,13974
spear_up,7,417423
spearhead,9,39777
specialise,10,23658
specialize,10,12726
speciate,8,417424
specify,7,3823
speck,5,30914
speckle,7,76844
spectate,8,261375
speculate,9,26872
speech-read,11,417425
speechify,9,417426
speed,5,969
speed_skate,10,417427
speed_up,7,417428
spell,5,6986
spell_out,8,417429
spellbind,9,417430
spelunk,7,417431
spend,5,2919
spend_a_penny,11,417432
spew,4,49599
spew_out,7,417433
sphacelate,10,417434
spice,5,7925
spice_up,7,417435
spiel,5,29684
spiel_off,8,417436
spiff_up,7,417437
spike,5,10285
spike_out,8,417438
spill,5,11777
spill_out,8,417439
spill_over,9,417440
spill_the_beans,13,417441
spin,4,5184
spin-dry,8,417442
spin_around,10,417443
spin_off,7,417444
spin_out,7,417445
spiral,6,10954
spirit,6,2181
spirit_away,10,417446
spirit_off,9,417447
spirit_up,8,417448
spiritise,9,417449
spiritize,9,417450
spiritualise,12,417451
spiritualize,12,417452
spirt,5,134325
spit,4,17186
spit_out,7,417453
spit_up,6,417454
spite,5,10782
splash,6,11503
splash_around,12,417455
splat,5,48459
splatter,8,53814
splay,5,88024
splice,6,25125
splint,6,45196
splinter,8,19271
split,5,3684
split_up,7,417456
splosh,6,417457
splotch,7,212702
splurge,7,66230
splutter,8,223532
spoil,5,21436
spondaise,9,417458
spondaize,9,417459
sponge,6,16301
sponge_down,10,417460
sponge_off,9,417461
sponge_on,8,417462
sponge_up,8,417463
sponsor,7,2366
spoof,5,27783
spook,5,51312
spool,5,20772
spoon,5,11594
spoonfeed,9,417464
sport,5,1291
sportscast,10,318784
sporulate,9,417465
spot,4,2915
spot-check,10,417466
spot-weld,9,417467
spot_jam,7,417468
spot_promote,11,417469
spotlight,9,6162
spotweld,8,417470
spout,5,27823
sprain,6,61179
sprawl,6,26528
spray,5,4521
spray-dry,9,417471
spread,6,3125
spread-eagle,12,417472
spread_out,9,417473
spread_over,10,417474
spreadeagle,11,417475
spree,5,23463
spring,6,1249
spring-clean,12,417476
spring_to_mind,12,417477
spring_up,8,417478
sprinkle,8,21259
sprint,6,7448
spritz,6,100240
sprout,6,34743
spruce,6,15244
spruce_up,8,417479
spud,4,43852
spue,4,417480
spume,5,417481
spur,4,16720
spurn,5,113548
spurt,5,50642
sputter,7,78692
spy,3,3680
squabble,8,88869
squall,6,49198
squander,8,80961
square,6,1834
square_away,10,417482
square_dance,11,417483
square_off,9,417484
square_up,8,417485
squash,6,11614
squat,5,27478
squawk,6,89003
squeak,6,28467
squeak_by,8,417486
squeak_through,13,417487
squeal,6,64754
squeegee,8,68002
squeeze,7,13787
squeeze_by,9,417488
squeeze_for,10,417489
squeeze_out,10,417490
squelch,7,62045
squinch,7,417491
squint,6,67091
squire,6,25307
squirm,6,65958
squirrel_away,12,417492
squirt,6,8785
squish,6,28447
stab,4,19711
stabilise,9,64443
stabilize,9,23728
stable,6,3947
stack,5,5702
stack_away,9,417493
stack_up,7,417494
staff,5,511
stag,4,15599
stage,5,1572
stage_direct,11,417495
stagger,7,60015
stagnate,8,100771
stain,5,12545
stake,5,9992
stale,5,25360
stalemate,9,48423
stalinise,9,417496
stalinize,9,417497
stalk,5,27286
stall,5,16979
stammer,7,106648
stamp,5,6283
stamp_down,9,417498
stamp_out,8,417499
stampede,8,29262
stanch,6,192881
stand,5,1778
stand_back,9,417500
stand_by,7,417501
stand_fast,9,417502
stand_firm,9,417503
stand_for,8,417504
stand_guard,10,417505
stand_in,7,417506
stand_out,8,417507
stand_pat,8,417508
stand_sentinel,13,417509
stand_still,10,417510
stand_up,7,417511
stand_watch,10,417512
standardise,11,93813
standardize,11,36420
staple,6,18124
star,4,639
starboard,9,38126
starch,6,19898
stare,5,17937
stare_down,9,417513
stargaze,8,89289
start,5,474
start_out,8,417514
start_up,7,417515
startle,7,68351
starve,6,37778
stash,5,20360
stash_away,9,417516
state,5,111
station,7,1307
staunch,7,44372
stave,5,47518
stave_in,7,417517
stave_off,8,417518
stay,4,1001
stay_at,6,417519
stay_away,8,417520
stay_fresh,9,417521
stay_in_place,11,417522
stay_off,7,417523
stay_on,6,417524
stay_over,8,417525
stay_put,7,417526
stay_together,12,417527
stay_up,6,417528
steady,6,7181
steady_down,10,417529
steal,5,8683
steal_away,9,417530
steam,5,5684
steam-heat,10,417531
steam_clean,10,417532
steamer,7,22342
steamroll,9,308840
steamroller,11,61791
steel,5,1669
steel_oneself_against,19,417533
steel_onself_for,14,417534
steep,5,12815
steepen,7,417535
steer,5,16778
stem,4,5836
stencil,7,20216
stenograph,10,417536
step,4,930
step_down,8,417537
step_forward,11,417538
step_in,6,417539
step_on,6,417540
step_on_it,8,417541
step_out,7,417542
step_to_the_fore,13,417543
step_up,6,417544
stereotype,10,28720
sterilise,9,237561
sterilize,9,84790
stet,4,88634
stew,4,19223
stick,5,3387
stick_about,10,417545
stick_around,11,417546
stick_by,7,417547
stick_in,7,417548
stick_on,7,417549
stick_out,8,417550
stick_to,7,417551
stick_together,13,417552
stick_up,7,417553
stick_with,9,417554
stickle,7,218859
stiffen,7,78986
stifle,6,43067
stigmatise,10,321943
stigmatize,10,146615
still,5,390
still-fish,10,417555
still-hunt,10,417556
stimulate,9,12747
sting,5,14457
stink,5,28442
stink_out,8,417557
stink_up,7,417558
stint,5,28795
stipple,7,89404
stipulate,9,45303
stir,4,10284
stir_fry,7,417559
stir_up,6,417560
stitch,6,10006
stock,5,434
stock-take,10,417561
stock_up,7,417562
stockade,8,83194
stockpile,9,34213
stoke,5,15177
stomach,7,7838
stomp,5,24017
stone,5,1922
stone-wash,10,417563
stonewall,9,30543
stonewash,9,124982
stooge,6,95641
stool,5,13740
stoop,5,47721
stoop_to,7,417564
stop,4,1038
stop_dead,8,417565
stop_over,8,417566
stop_up,6,417567
stopper,7,21972
stopple,7,417568
store,5,219
storm,5,3413
stow,4,29500
stow_away,8,417569
straddle,8,54834
strafe,6,110647
straggle,8,304040
straighten,10,32067
straighten_out,13,417570
straighten_up,12,417571
strain,6,6612
straiten,8,417572
strand,6,8561
strangle,8,60869
strangulate,11,417573
strap,5,5595
stratify,8,129907
straw,5,11663
stray,5,18651
streak,6,13143
stream,6,2094
streamline,10,16933
street-walk,11,417574
streetwalk,10,417575
strengthen,10,7738
stress,6,2989
stretch,7,5572
stretch_along,12,417576
stretch_forth,12,417577
stretch_out,10,417578
strew,5,192301
striate,7,142634
strickle,8,417579
stride,6,20423
stridulate,10,417580
strike,6,3884
strike_a_blow,11,417581
strike_a_chord,12,417582
strike_a_note,11,417583
strike_back,10,417584
strike_down,10,417585
strike_dumb,10,417586
strike_hard,10,417587
strike_home,10,417588
strike_off,9,417589
strike_out,9,417590
strike_up,8,417591
string,6,1567
string_along,11,417592
string_out,9,417593
string_up,8,417594
strip,5,3862
strip-search,12,417595
strip_down,9,417596
strip_mine,9,417597
stripe,6,11575
strive,6,11336
stroke,6,5586
stroll,6,19390
strong-arm,10,417598
strop,5,129809
structure,9,1199
struggle,8,5905
strum,5,64091
strut,5,22870
stub,4,16651
stub_out,7,417599
stucco,6,34842
stud,4,6422
study,5,508
stuff,5,992
stultify,8,417600
stumble,7,24734
stump,5,21984
stun,4,25561
stunt,5,18956
stupefy,7,417601
stutter,7,61267
style,5,792
stylise,7,417602
stylize,7,324455
stymie,6,69872
stymy,5,417603
sub,3,1733
subcontract,11,30719
subdivide,9,68557
subdue,6,54755
subedit,7,417604
subject,7,259
subjoin,7,417605
subjugate,9,116275
sublease,8,52592
sublet,6,42707
sublimate,9,189727
sublime,7,4667
subluxate,9,417606
submarine,9,14480
submerge,8,75978
submerse,8,417607
submit,6,868
subordinate,11,18868
suborn,6,417608
subpoena,8,21727
subrogate,9,417609
subscribe,9,867
subscribe_to,11,417610
subserve,8,243790
subside,7,55573
subsidise,9,85513
subsidize,9,42358
subsist,7,78839
substantiate,12,39584
substitute,10,6032
subsume,7,129135
subtend,7,294017
subtilise,9,417611
subtilize,9,417612
subtitle,8,13955
subtract,8,20729
suburbanise,11,417613
suburbanize,11,417614
subvent,7,417615
subvention,10,115309
subvert,7,51579
subvocalise,11,417616
subvocalize,11,417617
succeed,7,7561
succor,6,109404
succour,7,113774
succumb,7,47047
succuss,7,417618
suck,4,3373
suck_in,6,417619
suck_out,7,417620
suck_up,6,417621
suckle,6,116873
suction,7,18223
sudate,6,417622
suds,4,58519
sue,3,5705
suffer,6,6848
suffice,7,20545
suffix,6,16619
suffocate,9,82036
suffuse,7,301430
sugar,5,3383
sugarcoat,9,260655
suggest,7,2199
suit,4,3709
sulfate,7,15015
sulfur,6,14810
sulfurette,10,417623
sulk,4,106217
sully,5,41477
sulphur,7,18375
sulphurette,11,417624
sum,3,3601
sum_up,5,417625
summarise,9,42583
summarize,9,16650
summate,7,417626
summer,6,1201
summerise,9,417627
summerize,9,417628
summit,6,4424
summon,6,29505
summons,7,22022
sun,3,645
sunbathe,8,139875
sunburn,7,40719
sunder,6,89658
suntan,6,70620
sup,3,11355
superannuate,12,417629
supercharge,11,92107
superfetate,11,417630
superimpose,11,116473
superinfect,11,417631
superintend,11,166309
superordinate,13,193514
superpose,9,417632
superscribe,11,417633
supersede,9,44841
supervene,9,290785
supervene_upon,13,417634
supervise,9,18697
supinate,8,417635
supplant,8,55344
supple,6,29634
supplement,10,5078
supplicate,10,223605
supply,6,1098
support,7,148
suppose,7,5416
suppress,8,16683
suppurate,9,417636
surcharge,9,17166
surf,4,5601
surface,7,1653
surface-mine,12,417637
surface_mine,11,417638
surfboard,9,37292
surfeit,7,121700
surge,5,9536
surmise,7,66872
surmount,8,100697
surpass,7,30953
surprise,8,4651
surrender,9,11564
surround,8,8297
surtax,6,115089
surveil,7,160224
survey,6,1288
survive,7,7117
suspect,7,6236
suspend,7,13027
suspire,7,417639
suss_out,7,417640
sustain,7,11256
susurrate,9,417641
suture,6,37568
swab,4,43571
swaddle,7,181557
swag,4,33390
swage,5,179003
swagger,7,64843
swallow,7,11883
swallow_up,9,417642
swamp,5,15092
swan,4,10368
swank,5,32558
swap,4,7346
swarm,5,24145
swash,5,57008
swat,4,20980
swathe,6,136283
swatter,7,150681
sway,4,20466
swear,5,13628
swear_in,7,417643
swear_off,8,417644
swear_out,8,417645
sweat,5,10703
sweat_off,8,417646
sweep,5,12312
sweep_away,9,417647
sweep_off,8,417648
sweep_over,9,417649
sweep_through,12,417650
sweep_under_the_rug,16,417651
sweep_up,7,417652
sweet-talk,10,417653
sweeten,7,69750
swell,5,16522
swell_up,7,417654
swelter,7,320910
swerve,6,60871
swig,4,46432
swill,5,104410
swill_down,9,417655
swim,4,6845
swindle,7,58296
swing,5,5162
swing_about,10,417656
swing_around,11,417657
swing_out,8,417658
swing_over,9,417659
swinge,6,291933
swipe,5,38462
swirl,5,23080
swish,5,27075
switch,6,1810
switch-hit,10,417660
switch_off,9,417661
switch_on,8,417662
switch_over,10,417663
swivel,6,13250
swob,4,417664
swoon,5,59200
swoop,5,41049
swoop_up,7,417665
swoosh,6,56901
swop,4,85062
swosh,5,417666
swot,4,44923
swot_up,6,417667
syllabicate,11,417668
syllabify,9,417669
syllabise,9,417670
syllabize,9,417671
syllogise,9,417672
syllogize,9,417673
symbolise,9,112350
symbolize,9,45058
symmetrise,10,417674
symmetrize,10,417675
sympathise,10,93583
sympathize,10,52085
sympathize_with,14,417676
symphonise,10,417677
symphonize,10,417678
sync,4,8188
synchronise,11,76644
synchronize,11,22196
syncopate,9,417679
syncretise,10,417680
syncretize,10,417681
syndicate,9,6473
synthesise,10,109354
synthesize,10,34755
syphon,6,72445
syringe,7,25051
systematise,11,417682
systematize,11,169054
systemise,9,417683
systemize,9,417684
table,5,464
taboo,5,13634
tabularise,10,417685
tabularize,10,417686
tabulate,8,79454
tack,4,15194
tack_on,6,417687
tack_together,12,417688
tackle,6,8506
tag,3,2454
tag_along,8,417689
tag_on,5,417690
tail,4,5936
tailgate,8,24569
tailor,6,13461
tailor-make,11,417691
taint,5,46613
take,4,246
take_a_bow,8,417692
take_a_breath,11,417693
take_a_breather,13,417694
take_a_chance,11,417695
take_a_crap,9,417696
take_a_dare,9,417697
take_a_dive,9,417698
take_a_firm_stand,14,417699
take_a_hit,8,417700
take_a_hop,8,417701
take_a_joke,9,417702
take_a_leak,9,417703
take_a_look,9,417704
take_a_powder,11,417705
take_a_shit,9,417706
take_aback,9,417707
take_account,11,417708
take_advantage,13,417709
take_after,9,417710
take_aim,7,417711
take_apart,9,417712
take_arms,8,417713
take_away,8,417714
take_back,8,417715
take_care,8,417716
take_chances,11,417717
take_charge,10,417718
take_control,11,417719
take_down,8,417720
take_effect,10,417721
take_exception,13,417722
take_fire,8,417723
take_five,8,417724
take_flight,10,417725
take_for,7,417726
take_for_granted,14,417727
take_form,8,417728
take_heart,9,417729
take_heed,8,417730
take_hold,8,417731
take_hold_of,10,417732
take_home,8,417733
take_in,6,417734
take_in_charge,12,417735
take_in_vain,10,417736
take_in_water,11,417737
take_into_account,15,417738
take_issue,9,417739
take_it_easy,10,417740
take_it_on_the_chin,15,417741
take_kindly_to,12,417742
take_leave,9,417743
take_lying_down,13,417744
take_note,8,417745
take_notice,10,417746
take_off,7,417747
take_office,10,417748
take_on,6,417749
take_one's_lumps,14,417750
take_orders,10,417751
take_out,7,417752
take_over,8,417753
take_pains,9,417754
take_part,8,417755
take_place,9,417756
take_pride,9,417757
take_root,8,417758
take_shape,9,417759
take_sides_with,13,417760
take_someone's_side,17,417761
take_stage,9,417762
take_stock,9,417763
take_ten,7,417764
take_the_air,10,417765
take_the_bull_by_the_horns,21,417766
take_the_cake,11,417767
take_the_count,12,417768
take_the_field,12,417769
take_the_fifth,12,417770
take_the_fifth_amendment,21,417771
take_the_floor,12,417772
take_the_road,11,417773
take_the_stage,12,417774
take_the_stand,12,417775
take_the_veil,11,417776
take_time_by_the_forelock,21,417777
take_time_off,11,417778
take_to,6,417779
take_to_be,8,417780
take_to_heart,11,417781
take_to_task,10,417782
take_to_the_woods,14,417783
take_turns,9,417784
take_up,6,417785
take_up_arms,10,417786
take_water,9,417787
talc,4,49293
talk,4,816
talk_about,9,417788
talk_down,8,417789
talk_into,8,417790
talk_of,6,417791
talk_out_of,9,417792
talk_over,8,417793
talk_shop,8,417794
talk_terms,9,417795
talk_through_one's_hat,19,417796
talk_turkey,10,417797
tally,5,18615
tame,4,22879
tamp,4,102146
tamp_down,8,417798
tamper,6,33106
tampon,6,42695
tan,3,6290
tangle,6,37220
tangle_with,10,417799
tango,5,14602
tank,4,3429
tantalise,9,321242
tantalize,9,148246
tap,3,6828
tap_dance,8,417800
tap_out,6,417801
tapdance,8,417802
tape,4,2565
tape_record,10,417803
taper,5,22615
taper_off,8,417804
tar,3,8169
tar-and-feather,15,417805
target,6,1584
tariff,6,9069
tarmac,6,47185
tarnish,7,51950
tarry,5,59875
tart_up,6,417806
task,4,2035
taste,5,4103
tat,3,20221
tattle,6,102240
tattoo,6,8149
taunt,5,53644
tauten,6,417807
tax,3,531
taxi,4,7789
teach,5,3806
team,4,449
team_up,6,417808
tear,4,9356
tear_apart,9,417809
tear_away,8,417810
tear_down,8,417811
tear_into,8,417812
tear_off,7,417813
tear_out,7,417814
tear_up,6,417815
teargas,7,211727
tease,5,17420
tease_apart,10,417816
tee,3,5550
tee_off,6,417817
tee_up,5,417818
teem,4,66123
teem_in,6,417819
teeter,6,60759
teeter-totter,13,417820
teetertotter,12,417821
teethe,6,417822
teetotal,8,417823
telecast,8,52685
telecommunicate,15,417824
telefax,7,36850
telegraph,9,10724
telepathise,11,417825
telepathize,11,417826
telephone,9,1290
teleport,8,43567
telescope,9,9784
televise,8,120117
telex,5,27631
tell,4,723
tell_apart,9,417827
tell_off,7,417828
tell_on,6,417829
temper,6,19215
temporise,9,417830
temporize,9,417831
tempt,5,39745
tenant,6,8146
tend,4,4855
tender,6,6740
tenderise,9,417832
tenderize,9,306147
tense,5,16043
tense_up,7,417833
tent,4,8402
tenure,6,10483
tergiversate,12,417834
term,4,676
terminate,9,10518
terrace,7,7614
terrasse,8,109707
terrify,7,100606
territorialise,14,417835
territorialize,14,417836
terrorise,9,170087
terrorize,9,73899
tessellate,10,417837
test,4,502
test_drive,9,417838
test_fly,7,417839
testify,7,16270
tether,6,49084
thank,5,1285
thatch,6,54946
thaw,4,31458
theme,5,2168
theologise,10,417840
theologize,10,417841
theorise,8,270742
theorize,8,97446
thermostat,10,21892
thicken,7,62211
thieve,6,323789
thin,4,4349
thin_out,7,417842
think,5,325
think_about,10,417843
think_back,9,417844
think_of,7,417845
think_out,8,417846
think_over,9,417847
think_the_world_of,15,417848
think_twice,10,417849
think_up,7,417850
thirst,6,22042
thoriate,8,417851
thrash,6,27901
thrash_about,11,417852
thrash_out,9,417853
thread,6,457
threaten,8,13701
thresh,6,69890
thresh_about,11,417854
thrill,6,14709
thrive,6,18549
throb,5,64761
thrombose,9,417855
throne,6,12833
throng,6,50398
throttle,8,16912
throw,5,4404
throw_a_fit,9,417856
throw_away,9,417857
throw_back,9,417858
throw_cold_water_on,16,417859
throw_in,7,417860
throw_in_the_towel,15,417861
throw_off,8,417862
throw_out,8,417863
throw_out_of_kilter,16,417864
throw_overboard,14,417865
throw_together,13,417866
throw_up,7,417867
thrum,5,211488
thrust,6,12572
thrust_ahead,11,417868
thrust_out,9,417869
thud,4,45397
thumb,5,7799
thumbtack,9,236107
thump,5,41588
thump_out,8,417870
thunder,7,8401
thurify,7,417871
thwack,6,156407
thwart,6,36264
tick,4,10852
tick_off,7,417872
tick_over,8,417873
ticket,6,2771
tickle,6,22160
tickle_pink,10,417874
ticktack,8,417875
ticktock,8,417876
tide,4,8252
tide_over,8,417877
tidy,4,18848
tidy_up,6,417878
tie,3,4607
tie-dye,7,417879
tie_down,7,417880
tie_in,5,417881
tie_up,5,417882
tighten,7,21844
tighten_one's_belt,16,417883
tighten_up,9,417884
tile,4,6983
till,4,4267
tiller,6,37477
tilt,4,10154
time,4,50
tin,3,5873
tinct,5,170879
tincture,8,51887
ting,4,22940
tinge,5,62776
tingle,6,45943
tink,4,51198
tinker,6,26568
tinkle,6,99538
tinsel,6,55663
tint,4,25431
tintinnabulate,14,417885
tip,3,2765
tip_off,6,417886
tip_over,7,417887
tipple,6,115471
tippytoe,8,417888
tiptoe,6,94522
tire,4,6587
tire_out,7,417889
tissue,6,4466
tithe,5,47814
titillate,9,193979
titivate,8,417890
title,5,378
titrate,7,150014
titter,6,143260
tittivate,9,417891
tittle-tattle,13,417892
tittup,6,417893
toady,5,128894
toast,5,13157
toboggan,8,87868
toddle,6,155506
toe,3,4741
toe_the_line,10,417894
toenail,7,69541
tog,3,47241
tog_out,6,417895
tog_up,5,417896
toggle,6,13576
toil,4,35150
toilet-train,12,417897
tolerate,8,17963
toll,4,2759
tomahawk,8,32972
tone,4,4082
tone_down,8,417898
tone_up,6,417899
tongue,6,6177
tongue-tie,10,417900
tonsure,7,302489
tool,4,1247
tool_around,10,417901
toot,4,49775
tootle,6,234869
top,3,104
top_off,6,417902
top_out,6,417903
topdress,8,417904
tope,4,87285
topicalize,10,417905
topple,6,50543
torch,5,12910
torment,7,29210
torpedo,7,26838
torture,7,5338
toss,4,14874
toss_away,8,417906
toss_back,8,417907
toss_in,6,417908
toss_off,7,417909
toss_out,7,417910
tot,3,10447
tot_up,5,417911
total,5,315
totalise,8,417912
totalize,8,417913
tote,4,12016
tote_up,6,417914
totter,6,122677
touch,5,2192
touch-type,10,417915
touch_a_chord,11,417916
touch_base,9,417917
touch_down,9,417918
touch_off,8,417919
touch_on,7,417920
touch_up,7,417921
toughen,7,92134
tour,4,1080
tourney,7,23589
tousle,6,417922
tout,4,17634
tow,3,14185
towel,5,10194
tower,5,3599
toy,3,2897
toy_with,7,417923
trace,5,5503
track,5,701
track_down,9,417924
trade,5,718
trade_in,7,417925
trademark,9,2906
traduce,7,288415
traffic,7,1435
trail,5,3242
train,5,2505
traipse,7,232638
tram,4,21950
trammel,7,111104
tramp,5,25040
tramp_down,9,417926
trample,7,38414
trance,6,7715
tranquilize,11,417927
tranquillise,12,417928
tranquillize,12,417929
transact,8,31790
transaminate,12,417930
transcend,9,18970
transcribe,10,48952
transduce,9,188310
transect,8,43162
transfer,8,1337
transfigure,11,417931
transfix,8,417932
transform,9,7650
transfuse,9,324723
transgress,10,98708
transistorise,13,417933
transistorize,13,417934
transit,7,3044
transition,10,3677
transitivise,12,417935
transitivize,12,417936
translate,9,5846
transliterate,13,242815
translocate,11,204991
transmigrate,12,417937
transmit,8,9616
transmogrify,12,417938
transmute,9,121242
transpirate,11,417939
transpire,9,99974
transplant,10,11885
transport,9,1747
transpose,9,39654
transship,9,417940
transubstantiate,16,417941
transude,8,417942
trap,4,7583
trash,5,7949
traumatise,10,417943
traumatize,10,282075
travail,7,29951
travel,6,220
travel_along,11,417944
travel_by,8,417945
travel_purposefully,18,417946
travel_rapidly,13,417947
travel_to,8,417948
traverse,8,16278
travesty,8,56153
trawl,5,37263
tread,5,19534
tread_down,9,417949
tread_on,7,417950
treadle,7,115291
treasure,8,6968
treat,5,3758
treble,6,25850
tree,4,1369
trek,4,5880
trellis,7,35531
tremble,7,41577
tremor,6,34004
trench,6,19281
trend,5,4405
trepan,6,417951
trephine,8,417952
trespass,8,33365
triangulate,11,163450
tribulate,9,417953
trice,5,48204
trice_up,7,417954
trick,5,7167
trick_out,8,417955
trick_up,7,417956
trickle,7,31945
trifle,6,48580
trifle_away,10,417957
trifurcate,10,417958
trigger,7,6906
trigger_off,10,417959
trill,5,72935
trim,4,5998
trim_back,8,417960
trim_down,8,417961
trip,4,1706
trip_out,7,417962
trip_the_light_fantastic,21,417963
trip_the_light_fantastic_toe,24,417964
trip_up,6,417965
triple,6,5255
triple-space,12,417966
triple-tongue,13,417967
triplicate,10,66477
trisect,7,417968
triumph,7,9500
trivialise,10,417969
trivialize,10,147889
troat,5,309620
troll,5,17139
troop,5,14989
trot,4,31755
trot_out,7,417970
trouble,7,3124
trouble-shoot,13,417971
trouble_oneself,14,417972
troubleshoot,12,27469
trounce,7,144808
trowel,6,52992
truck,5,2477
truckle,7,275633
trudge,6,108612
true,4,831
true_up,6,417973
trump,5,14165
trump_out,8,417974
trump_up,7,417975
trumpet,7,12518
truncate,8,43622
trundle,7,53530
truss,5,20901
trust,5,1495
try,3,684
try_for,6,417976
try_on,5,417977
try_out,6,417978
tsk,3,38920
tube,4,4116
tuck,4,17078
tuck_away,8,417979
tuck_in,6,417980
tucker,6,11033
tucker_out,9,417981
tug,3,20230
tumble,6,17934
tumble_dry,9,417982
tumefy,6,417983
tumesce,7,417984
tump_over,8,417985
tune,4,5858
tune_in,6,417986
tune_up,6,417987
tunnel,6,6860
turf,4,13527
turf_out,7,417988
turn,4,1007
turn_a_blind_eye,13,417989
turn_a_loss,9,417990
turn_a_nice_dime,13,417991
turn_a_nice_dollar,15,417992
turn_a_nice_penny,14,417993
turn_a_profit,11,417994
turn_a_trick,10,417995
turn_around,10,417996
turn_away,8,417997
turn_back,8,417998
turn_down,8,417999
turn_in,6,418000
turn_off,7,418001
turn_on,6,418002
turn_on_a_dime,11,418003
turn_one's_stomach,16,418004
turn_out,7,418005
turn_over,8,418006
turn_tail,8,418007
turn_the_tables,13,418008
turn_the_tide,11,418009
turn_thumbs_down,14,418010
turn_to,6,418011
turn_turtle,10,418012
turn_up,6,418013
turn_up_the_heat,13,418014
turn_up_the_pressure,17,418015
turtle,6,9688
tusk,4,59678
tussle,6,77836
tut,3,27127
tut-tut,7,418016
tutor,5,10550
twaddle,7,116761
twang,5,59993
tweak,5,19308
tweedle,7,131361
tweet,5,73889
tweeze,6,217213
twiddle,7,118721
twig,4,35322
twill,5,20860
twin,4,3663
twine,5,43915
twinge,6,104149
twinkle,7,29626
twirl,5,61306
twirp,5,418017
twist,5,7835
twist_around,11,418018
twit,4,62512
twitch,6,35877
twitter,7,200521
two-step,8,418019
two-time,8,418020
type,4,235
typecast,8,111102
typeset,7,55557
typewrite,9,418021
typify,6,115369
tyrannise,9,418022
tyrannize,9,258412
uglify,6,418023
ulcerate,8,418024
ultracentrifuge,15,310335
ululate,7,418025
umpire,6,30015
unarm,5,418026
unbalance,9,97639
unbar,5,418027
unbelt,6,418028
unbend,6,418029
unbind,6,102992
unblock,7,72840
unbolt,6,418030
unbosom,7,418031
unbox,5,180661
unbrace,7,418032
unbraid,7,418033
unbridle,8,418034
unbuckle,8,299661
unburden,8,230047
