Username,TypeOfGame,Result,Date,Accuracy%
Gadi8688,Game1,Win,2023-12-28 08:18:48,50
Yuval3122,Game2,Win,2023-12-21 05:28:35,10
Limor,Game1,Win,2024-01-28 19:04:58,35
Tom,Game1,Win,2024-01-13 16:44:19,80
Noam8049,Game2,Win,2024-01-01 00:06:07,5
Roi9898,Game1,Lose,2024-02-06 00:30:56,30
Uri3179,Game2,Lose,2023-12-17 00:26:53,100
Vardit753,Game2,Win,2024-02-09 19:25:37,85
Aviad689,Game1,Lose,2023-12-14 04:29:32,15
Osnat9682,Game1,Win,2024-02-17 11:52:13,95
Iris5663,Game2,Lose,2024-01-29 13:10:07,55
Yitzhak6730,Game2,Lose,2023-12-27 11:05:09,95
Yoni9963,Game2,Lose,2024-01-24 00:24:15,20
Gideon7235,Game2,Lose,2024-01-14 23:40:55,10
Rina,Game1,Lose,2023-12-03 02:29:40,30
Yossi4647,Game2,Win,2024-03-03 10:30:07,90
Shani7964,Game1,Lose,2024-02-09 15:09:50,45
Hadar,Game2,Win,2024-02-28 16:18:01,20
Idan1282,Game2,Lose,2024-02-27 22:08:43,15
Yuval,Game2,Lose,2024-01-20 01:26:13,60
Shani1927,Game1,Lose,2024-02-08 05:26:06,5
Shirley3729,Game1,Win,2023-12-16 23:37:55,65
Nir8054,Game2,Win,2023-12-08 23:14:36,35
Stav1982,Game2,Lose,2023-12-02 22:54:07,85
Dana,Game1,Win,2024-02-24 01:23:10,10
Orly3565,Game2,Lose,2024-01-06 12:54:19,65
Ilanit6753,Game1,Lose,2024-02-04 21:25:08,30
Amira5100,Game1,Win,2024-02-02 21:54:27,50
Osnat9682,Game2,Win,2024-01-10 04:10:37,95
Eitan7600,Game1,Win,2023-12-16 03:40:11,70
Shmuel,Game1,Lose,2024-01-30 15:17:13,100
Inbar,Game2,Lose,2023-12-10 09:13:05,20
Eitan6732,Game2,Win,2024-02-28 22:27:43,55
Orly51,Game1,Win,2024-01-09 18:34:27,0
Lilach9288,Game2,Lose,2024-02-17 11:08:41,85
Keren7544,Game1,Lose,2024-01-18 11:34:09,60
Vardit753,Game2,Win,2024-02-07 03:21:52,25
Tamar3680,Game2,Win,2024-01-26 12:25:14,85
Yaelle,Game1,Win,2024-02-13 03:46:49,75
Tali5497,Game1,Lose,2023-12-17 08:34:53,90
Ophir,Game2,Lose,2024-01-01 13:27:32,25
Yohanan371,Game2,Lose,2023-12-30 07:49:23,100
Orly4755,Game1,Lose,2024-01-25 21:55:48,55
Yehoshua9860,Game2,Lose,2024-03-03 11:09:14,100
Shira5512,Game1,Lose,2024-02-17 13:33:48,80
Vardit,Game2,Win,2024-02-28 06:47:51,30
Moran3490,Game2,Win,2024-02-25 02:59:34,40
Shulamit1324,Game2,Lose,2024-02-06 07:39:17,0
Yehonatan4086,Game1,Lose,2024-02-27 10:28:59,25
Avi5187,Game1,Win,2023-12-24 13:02:09,90
Chaya,Game1,Win,2024-02-17 14:56:40,5
Orly,Game1,Win,2024-01-08 12:51:30,55
Itai,Game2,Win,2024-02-29 12:11:16,100
Yaelle2993,Game2,Win,2024-02-11 05:08:18,10
Erez1282,Game2,Lose,2024-01-05 13:08:39,20
Orly51,Game1,Lose,2024-01-13 17:40:18,95
Eitan4767,Game2,Win,2024-01-18 22:46:40,85
Amram2249,Game2,Win,2024-02-05 03:07:01,50
Yiska8496,Game1,Win,2023-12-07 22:59:03,0
Eli4997,Game2,Win,2024-02-16 04:55:12,55
Ayelet6650,Game1,Lose,2024-01-28 19:02:04,55
Yfat9204,Game1,Lose,2024-02-23 14:39:17,45
Tzipi1883,Game1,Win,2023-12-04 22:14:33,50
Iris5212,Game1,Win,2023-12-18 12:33:03,40
Sapir,Game2,Win,2023-12-08 23:42:55,55
Tamar,Game1,Lose,2024-02-10 12:33:50,0
Hadar2614,Game1,Win,2024-02-15 08:41:50,10
Dror,Game2,Lose,2024-02-07 06:23:07,95
Tzipi1745,Game1,Win,2023-12-04 00:00:25,95
Shmuel3838,Game2,Win,2024-02-11 23:47:35,35
Uri2236,Game1,Lose,2024-02-21 23:16:45,45
Nechama,Game2,Lose,2024-01-13 22:27:55,45
Ofir,Game1,Lose,2024-01-23 14:28:21,100
Natan4529,Game1,Lose,2024-01-17 05:11:14,90
Rachel4111,Game2,Win,2024-01-29 02:57:26,80
Yuval871,Game1,Lose,2024-03-01 04:12:57,85
Amos,Game1,Lose,2023-12-14 18:34:45,30
Orit5861,Game2,Win,2023-12-23 22:23:34,85
Lilach1093,Game2,Win,2024-02-14 06:34:48,55
Dudi8720,Game2,Lose,2024-01-26 08:02:54,0
Iris,Game1,Win,2024-03-04 08:19:21,25
Ilanit5060,Game1,Lose,2024-01-12 11:25:38,10
Zeev,Game1,Win,2023-12-20 21:11:18,60
Vered3101,Game1,Win,2023-12-29 10:12:00,45
Yotam3499,Game2,Lose,2023-12-05 21:37:08,75
Einav,Game2,Win,2023-12-29 12:27:52,0
Noga,Game1,Win,2023-12-30 05:51:38,75
Amir2862,Game2,Lose,2023-12-13 22:34:42,20
Tom,Game1,Lose,2024-02-09 03:31:27,20
Eli4997,Game1,Lose,2024-01-17 16:27:47,100
Shay,Game2,Win,2024-02-24 04:58:30,85
Yitzhak6730,Game2,Win,2023-12-14 02:52:50,50
Yishai3414,Game2,Win,2023-12-12 11:34:50,50
Lilach4779,Game1,Lose,2023-12-04 19:17:57,10
Yiska,Game2,Win,2023-12-28 10:19:55,65
Yiska8496,Game2,Win,2023-12-23 01:54:05,85
Ayelet,Game2,Win,2023-12-03 22:21:01,30
Yonatan,Game1,Lose,2024-03-03 21:48:19,50
Yakov,Game1,Lose,2024-02-02 04:02:03,5
Noam8049,Game1,Win,2024-01-05 17:57:25,75
Dikla6731,Game2,Lose,2024-02-27 05:57:00,100
Oren1210,Game2,Lose,2024-01-27 02:50:54,95
Tova9899,Game1,Win,2023-12-13 14:34:00,75
Yoni9963,Game2,Win,2024-02-21 21:37:40,20
Nirit,Game2,Win,2024-02-12 12:45:51,95
Shulamit,Game1,Lose,2023-12-15 18:35:54,45
Yossi9501,Game1,Win,2024-01-14 16:56:12,10
Yitzhak6730,Game1,Win,2023-12-21 15:52:32,40
Dudu,Game2,Lose,2023-12-28 12:30:40,0
Lilach3834,Game2,Win,2024-03-02 13:26:44,80
Asaf7800,Game2,Win,2024-02-06 10:55:21,70
Sapir895,Game1,Lose,2024-01-04 23:02:20,85
Yehuda,Game1,Lose,2023-12-24 01:26:41,90
Yohanan371,Game1,Win,2024-01-04 21:59:26,10
Shlomo,Game1,Win,2024-01-08 20:49:47,5
Nirit,Game1,Win,2024-02-10 06:29:58,95
Oded,Game1,Lose,2024-03-02 11:27:56,10
Sivan8326,Game1,Lose,2024-02-29 11:10:09,70
Ofir,Game2,Lose,2023-12-01 18:58:16,40
Amram2249,Game1,Lose,2024-01-13 12:31:24,5
Yitzhak4371,Game1,Win,2024-01-21 15:46:31,95
Amram2249,Game1,Lose,2023-12-05 15:43:29,65
Lilach1093,Game1,Win,2024-02-17 05:27:28,55
Iris5212,Game2,Lose,2023-12-10 03:36:08,90
Sigal712,Game1,Win,2024-03-03 17:17:04,85
Nili,Game1,Win,2024-01-13 13:35:57,30
Lilach2205,Game2,Win,2024-02-16 00:47:37,30
Adva3086,Game2,Win,2023-12-24 03:52:38,75
Natan4529,Game1,Win,2024-02-19 12:25:31,75
Shirley1309,Game2,Lose,2024-01-15 10:00:13,60
Shani6864,Game2,Win,2023-12-20 08:19:03,80
Yehudit7031,Game1,Win,2024-01-14 11:44:59,85
Dudu7621,Game1,Win,2023-12-20 00:37:16,65
Yfat9204,Game2,Lose,2024-02-12 13:35:35,95
Liat,Game2,Lose,2024-02-24 06:20:18,70
Alon3413,Game2,Lose,2024-01-16 00:12:56,95
Yechiel,Game1,Win,2023-12-10 15:18:01,90
Tzipi1745,Game1,Lose,2023-12-30 21:19:05,15
Yifat8674,Game1,Win,2023-12-07 02:05:16,10
Yitzhak6964,Game2,Win,2024-02-28 14:30:12,90
Yoni9963,Game1,Win,2024-01-29 21:11:52,65
Shoham8629,Game2,Lose,2023-12-28 04:34:12,50
Tom,Game2,Lose,2024-02-25 14:23:37,50
Lilach2205,Game2,Win,2024-02-24 15:23:13,85
Asnat,Game1,Lose,2024-01-27 16:29:33,20
Yonatan3609,Game1,Lose,2024-01-12 03:55:19,40
Limor4102,Game1,Lose,2023-12-02 12:56:27,65
Yohanan,Game1,Win,2024-01-20 01:37:19,95
Elad,Game2,Lose,2024-01-04 10:17:58,0
Shaked,Game1,Lose,2024-02-18 21:33:38,85
Sigal8604,Game2,Win,2023-12-14 11:17:09,60
Sarit3910,Game1,Win,2024-03-02 12:47:59,25
Rachel9622,Game1,Lose,2024-01-31 15:40:47,70
Nir8054,Game1,Lose,2023-12-09 16:20:27,95
Yoni3390,Game1,Win,2023-12-23 07:56:15,70
Ayelet,Game2,Win,2023-12-01 17:37:18,100
Nirit,Game1,Lose,2024-01-26 11:17:47,35
Nir5487,Game2,Lose,2023-12-31 21:51:40,25
Noga,Game1,Lose,2023-12-26 16:02:41,5
Bracha3350,Game2,Lose,2023-12-10 12:08:36,65
Alon502,Game1,Win,2024-01-06 00:23:31,0
Yehudit3439,Game2,Win,2024-02-19 10:23:51,75
Gadi,Game1,Win,2024-02-05 13:34:11,25
Avi5187,Game2,Win,2024-01-10 01:45:08,90
Lilach8672,Game1,Lose,2023-12-07 07:24:17,45
Yotam3499,Game2,Lose,2023-12-29 04:12:58,85
Ron9550,Game1,Lose,2024-01-19 03:57:21,65
Yoni3390,Game1,Win,2024-01-24 23:42:33,0
Gadi,Game1,Lose,2024-02-16 18:12:25,25
Noga,Game2,Lose,2024-02-08 13:07:56,100
Omri5947,Game2,Win,2024-02-07 14:44:13,75
Orly,Game2,Lose,2024-02-16 03:41:30,15
Sivan8326,Game1,Win,2023-12-07 05:19:39,15
Alon6049,Game1,Win,2024-02-24 03:12:07,5
Yechiel2379,Game2,Lose,2024-01-28 16:00:46,55
Yael,Game1,Lose,2024-02-03 02:40:59,65
Eli,Game1,Win,2023-12-27 14:06:01,50
Eitan1827,Game1,Lose,2023-12-12 16:46:33,70
Erez2138,Game2,Win,2024-02-01 07:45:35,90
Ron,Game1,Lose,2024-02-20 04:05:01,60
Yoel,Game1,Lose,2023-12-18 10:20:21,90
Sapir,Game1,Lose,2023-12-11 13:02:37,95
Natan5436,Game2,Lose,2024-01-30 23:39:37,40
Yiftach8620,Game2,Win,2024-03-02 14:23:39,65
Eyal,Game2,Lose,2024-02-05 18:51:20,40
Dror2197,Game2,Lose,2024-03-01 06:57:22,60
Zeev4451,Game2,Win,2024-01-07 10:37:37,100
Yigal4577,Game1,Lose,2023-12-21 00:06:20,10
Yehudit,Game1,Lose,2024-01-07 11:19:09,30
Arik9401,Game2,Win,2024-02-18 02:37:13,55
Tom,Game1,Lose,2023-12-11 10:35:15,40
Zvi9659,Game1,Lose,2024-02-04 10:57:53,50
Lilach795,Game2,Win,2024-01-23 12:03:30,25
Oz,Game2,Lose,2024-01-12 08:26:56,85
Yiska8496,Game2,Win,2024-02-27 09:20:09,100
Moti7600,Game1,Lose,2023-12-17 07:23:11,75
Lilach2205,Game2,Win,2024-01-26 03:28:57,20
Uri3179,Game2,Win,2023-12-01 05:26:47,85
Yocheved8581,Game2,Win,2024-01-01 03:58:37,55
Tomer1314,Game2,Lose,2023-12-19 01:54:24,75
Avi265,Game2,Win,2023-12-11 08:01:49,45
Sarit,Game2,Win,2023-12-25 14:47:35,30
Yishai804,Game1,Win,2024-02-12 14:11:25,55
Yanai948,Game1,Win,2024-01-10 07:18:36,85
Yitzhak6656,Game2,Win,2023-12-26 00:16:53,30
Anat7863,Game1,Win,2024-01-12 03:50:13,75
Yaelle2836,Game1,Lose,2023-12-07 01:03:48,40
Avital1065,Game2,Win,2024-01-22 17:11:45,35
Avital1524,Game2,Lose,2024-02-05 04:40:20,40
Amalia5072,Game2,Win,2024-02-02 15:55:57,15
Avital1065,Game2,Win,2023-12-09 09:52:31,70
Dudu5007,Game1,Win,2023-12-09 04:30:23,15
Yiftach7472,Game2,Lose,2024-01-14 16:06:21,80
Inbar,Game1,Win,2024-01-24 20:33:01,40
Dudu7621,Game2,Win,2023-12-31 11:56:43,60
Yotam3980,Game1,Lose,2024-02-11 10:44:26,75
Yitzhak6730,Game1,Lose,2024-02-21 22:39:54,80
Yaelle2993,Game1,Win,2023-12-05 04:40:00,40
Shirley9825,Game1,Win,2024-01-05 00:22:45,5
Tova9153,Game2,Win,2023-12-16 12:44:59,90
Oren1210,Game1,Win,2024-01-22 11:10:57,55
Gadi2968,Game2,Lose,2024-01-30 03:16:35,55
Shalom,Game1,Win,2024-01-06 14:51:27,15
Ofir,Game2,Win,2023-12-23 03:38:15,50
Gal,Game1,Win,2024-01-01 21:45:44,25
Bar,Game1,Lose,2024-01-05 03:45:29,65
Ofira,Game2,Win,2024-01-07 05:59:42,90
Shani7964,Game1,Win,2024-02-26 02:58:58,70
Yitzhak6530,Game1,Win,2023-12-20 21:19:20,10
Avital1524,Game2,Lose,2023-12-15 06:12:14,40
Leah9650,Game1,Win,2024-02-25 19:40:00,40
Yoav1646,Game2,Lose,2023-12-18 02:07:08,45
Uri3179,Game1,Lose,2023-12-31 15:25:58,40
Gal7573,Game2,Win,2024-02-28 18:02:38,100
Rachel3250,Game2,Win,2024-01-17 00:34:44,20
Sivan4483,Game2,Lose,2024-02-18 17:15:52,60
Omri5947,Game1,Win,2024-01-05 18:56:42,60
Adva,Game1,Lose,2024-02-25 07:36:11,65
Yiftach7472,Game2,Lose,2024-01-03 10:51:25,75
Moti9269,Game2,Win,2023-12-10 10:16:51,80
Gideon,Game1,Win,2024-02-12 11:38:07,40
Avi3546,Game1,Win,2023-12-13 21:31:53,85
Amira4246,Game1,Win,2024-02-21 11:04:52,75
Moti7600,Game1,Win,2023-12-16 12:38:17,50
Amos,Game1,Lose,2024-02-02 08:32:19,10
Gal6037,Game2,Lose,2023-12-12 07:55:39,65
Vered,Game1,Lose,2024-02-21 01:02:06,10
Ofir6238,Game1,Win,2024-02-26 10:24:14,75
Shulamit407,Game1,Win,2024-01-17 04:34:05,70
Ami4562,Game1,Win,2024-01-10 20:34:45,35
Leah7630,Game2,Lose,2024-01-30 17:04:34,35
Avraham,Game1,Win,2024-02-14 08:19:09,80
Noa4796,Game2,Lose,2024-02-20 18:32:08,30
Shalom,Game2,Win,2023-12-09 12:39:55,15
Matan9128,Game2,Win,2024-02-14 21:42:55,15
Asaf7800,Game1,Lose,2024-01-09 01:35:48,60
Uri,Game2,Win,2023-12-21 17:20:07,5
Nir8054,Game2,Win,2024-02-28 17:35:05,65
Eran,Game2,Lose,2023-12-06 19:01:57,80
Vardit1087,Game2,Win,2023-12-30 20:21:25,85
Yoni9963,Game2,Lose,2024-02-03 20:53:38,80
Motti,Game1,Lose,2023-12-24 09:59:19,65
Zeev4451,Game1,Win,2024-02-04 23:52:53,30
Zeev4451,Game2,Win,2024-02-18 21:22:57,100
Ophir,Game1,Win,2024-01-12 04:50:50,65
Erez,Game2,Lose,2024-01-10 02:15:58,5
Rachel3250,Game2,Lose,2024-02-08 03:53:56,40
Yiftach,Game1,Win,2024-01-16 13:13:45,40
Sapir895,Game1,Lose,2023-12-17 03:18:44,80
Yuval3122,Game2,Lose,2023-12-26 23:49:17,45
Tali5497,Game2,Lose,2024-02-03 08:39:22,0
Shalom,Game2,Lose,2024-02-12 04:09:41,50
Yehudit848,Game1,Lose,2024-02-07 17:28:34,95
Tzipi,Game1,Win,2023-12-16 03:20:11,35
Einav7278,Game2,Win,2024-01-05 04:11:42,10
Shirley1309,Game1,Win,2023-12-21 15:46:30,70
Uri2236,Game2,Lose,2024-02-29 12:15:08,95
Alon6049,Game1,Win,2024-01-30 11:42:19,85
Avi6572,Game2,Win,2024-02-11 05:28:13,100
Yehuda,Game1,Win,2024-01-19 21:17:32,5
Avi5187,Game2,Lose,2024-02-26 07:12:29,25
Shirley3729,Game1,Win,2024-02-24 05:25:54,50
Yishai,Game1,Win,2024-01-19 05:38:20,30
Gal,Game2,Lose,2023-12-08 07:10:25,45
Esti,Game2,Win,2024-03-04 00:54:15,5
Dafna9083,Game1,Win,2024-01-15 11:01:57,70
Hodaya,Game2,Lose,2024-02-21 03:16:15,50
Yoav1646,Game2,Lose,2024-01-13 06:38:35,30
Yechiel8576,Game1,Lose,2023-12-20 08:08:17,10
Shira5512,Game2,Lose,2024-02-15 16:01:46,5
Orly4755,Game1,Win,2024-01-16 02:43:39,85
Shulamit407,Game2,Win,2024-01-25 12:25:05,55
Moti9269,Game2,Win,2023-12-15 09:25:11,25
Alon6049,Game2,Lose,2023-12-31 02:04:11,25
Shirley3729,Game2,Win,2023-12-13 23:13:17,20
Lilach,Game2,Win,2024-01-25 15:07:56,100
Roi9481,Game2,Lose,2024-02-17 20:24:07,45
Yishai3414,Game1,Win,2024-01-21 03:11:51,60
Oren,Game2,Win,2024-02-10 20:45:44,55
Omer,Game2,Win,2024-02-29 17:45:02,0
Sigalit9222,Game2,Win,2024-02-24 05:18:26,100
Shmuel3001,Game2,Lose,2024-01-11 16:29:48,35
Nir8054,Game2,Win,2023-12-06 02:33:40,60
Amram2249,Game2,Win,2024-01-25 09:53:12,95
Aviad8406,Game1,Win,2024-02-09 13:46:35,75
Eitan1827,Game2,Lose,2024-02-09 11:52:10,20
Oz,Game2,Lose,2024-01-13 03:49:55,40
Avi265,Game2,Win,2023-12-17 21:07:53,65
Yigal,Game1,Lose,2024-02-07 14:45:13,100
Idan,Game1,Lose,2024-01-26 22:49:32,80
Moran3490,Game2,Win,2024-01-05 08:55:34,5
Udi,Game1,Win,2024-02-27 09:36:48,75
Eran,Game1,Win,2024-02-15 20:41:55,50
Hodaya,Game2,Lose,2023-12-04 19:39:06,70
Nimrod,Game2,Lose,2024-01-30 22:06:17,70
Noya,Game1,Win,2023-12-21 08:43:20,10
Yiftach,Game2,Win,2024-01-26 05:33:19,45
Yitzhak4371,Game2,Win,2024-01-18 13:07:53,35
Dikla6731,Game2,Win,2024-02-26 22:12:57,15
Nir,Game1,Win,2024-01-27 13:06:52,100
Ofira917,Game1,Lose,2024-02-08 16:20:39,10
Vered,Game1,Lose,2023-12-21 03:36:03,80
Yulia8617,Game2,Lose,2024-02-28 13:52:22,0
Asnat,Game1,Lose,2024-01-26 03:19:42,80
Tzipi1883,Game2,Win,2023-12-15 21:28:23,50
Shalom,Game1,Lose,2023-12-05 14:22:51,15
Yuval,Game1,Lose,2023-12-19 07:02:24,70
Anat,Game1,Win,2023-12-16 07:08:33,5
Michal,Game1,Win,2023-12-04 08:24:02,85
Hadar,Game1,Win,2024-01-31 15:17:04,45
Yiska4315,Game2,Lose,2024-03-02 14:47:24,95
Oded,Game2,Lose,2024-02-13 20:49:46,90
Tomer,Game1,Win,2024-02-03 23:22:15,85
Gideon9301,Game2,Lose,2024-02-29 18:02:56,90
Hadar,Game1,Win,2024-01-01 08:25:13,10
Yishai3414,Game1,Lose,2024-02-06 06:21:10,45
Roi9898,Game1,Win,2023-12-26 16:05:37,85
Yardena7904,Game2,Lose,2024-01-08 00:21:29,5
Rafael,Game1,Lose,2023-12-05 12:14:00,30
Yaelle2836,Game1,Lose,2024-01-20 20:09:45,45
Ron9550,Game2,Win,2024-01-18 09:31:47,100
Yardena,Game2,Win,2023-12-19 06:44:15,95
Stav1658,Game2,Lose,2024-01-06 08:58:13,60
Yitzhak6530,Game1,Win,2023-12-02 21:59:52,30
Gideon7235,Game1,Lose,2024-01-19 00:42:32,85
Yfat9204,Game1,Win,2024-02-13 08:21:08,75
Yehudit,Game2,Lose,2023-12-28 16:14:40,70
Tal6638,Game2,Lose,2024-01-21 08:01:45,35
Nir8054,Game2,Lose,2024-02-09 03:15:20,15
Shaked1540,Game1,Lose,2023-12-19 15:52:29,75
Amira4246,Game2,Win,2023-12-28 07:28:47,55
Eran,Game2,Win,2024-01-27 05:17:08,70
Bar,Game2,Lose,2023-12-03 03:40:04,40
Hodaya,Game2,Win,2024-01-04 02:43:28,15
Tomer,Game2,Lose,2024-02-22 14:52:37,70
Arik9401,Game1,Lose,2024-02-14 23:05:00,5
Yotam,Game2,Win,2024-01-19 05:08:53,5
Revital9592,Game1,Win,2024-01-12 11:05:12,65
Yiftach7472,Game2,Win,2024-02-28 05:51:51,50
Michal,Game1,Lose,2024-02-12 11:58:51,40
Avraham,Game1,Lose,2023-12-29 18:25:05,5
Sapir895,Game2,Lose,2024-02-02 20:02:38,45
Keren7544,Game2,Win,2024-02-20 16:44:47,50
Tzipi,Game2,Lose,2024-01-13 00:37:05,55
Rachel9622,Game2,Lose,2024-01-12 02:26:46,40
Tuvia6024,Game1,Win,2024-01-31 18:21:06,25
Kfir5453,Game1,Lose,2023-12-23 10:31:52,50
Amram4898,Game1,Lose,2024-01-26 09:57:45,40
Shani1927,Game1,Win,2023-12-13 17:21:18,70
Oz,Game2,Win,2024-02-13 01:57:44,20
Gideon9301,Game2,Lose,2024-01-02 21:36:47,95
Lilach9288,Game1,Lose,2024-02-11 21:27:44,60
Sivan,Game1,Win,2024-02-03 00:08:29,60
Shoham,Game2,Win,2024-01-09 07:53:11,20
Eran,Game1,Win,2024-02-22 03:08:08,30
Shoham8629,Game2,Win,2023-12-31 22:00:08,80
Noa,Game1,Lose,2024-01-17 18:28:52,90
Shulamit7679,Game1,Lose,2024-01-26 08:03:10,60
Yishai3414,Game1,Lose,2024-01-24 01:45:16,85
Natan4529,Game1,Win,2024-02-21 06:10:45,25
Esti5198,Game2,Win,2024-01-23 22:16:10,70
Dudu5007,Game1,Win,2024-01-24 23:45:04,15
Eli4997,Game1,Lose,2023-12-18 18:22:59,75
Lilach,Game1,Lose,2024-03-01 08:24:36,95
Amram2249,Game2,Win,2024-01-24 08:28:57,0
Shmuel7323,Game1,Win,2023-12-02 20:33:50,25
Eitan4767,Game1,Lose,2023-12-24 09:35:58,35
Ilanit,Game1,Win,2024-01-22 04:52:36,45
Keren7544,Game1,Win,2024-01-19 00:10:21,35
Omri5963,Game1,Lose,2023-12-23 04:06:05,45
Erez1282,Game1,Win,2024-01-08 20:10:31,50
Rachel,Game2,Lose,2024-02-24 09:39:58,95
Yiska4315,Game2,Win,2024-03-02 14:35:52,10
Noa1394,Game2,Win,2023-12-26 06:40:49,45
Shmuel3001,Game2,Win,2023-12-12 18:23:00,60
Avital1065,Game1,Win,2024-02-18 08:05:40,65
Mira,Game1,Win,2024-01-17 03:38:52,60
Kfir456,Game1,Lose,2024-01-21 00:29:06,60
Yishai3414,Game2,Lose,2023-12-08 17:19:24,35
Lilach207,Game2,Win,2023-12-13 05:02:25,35
Yonatan,Game1,Lose,2024-01-07 19:23:24,40
Yonatan,Game2,Win,2024-01-15 15:37:55,50
Asaf,Game2,Lose,2024-02-11 09:53:00,65
Tova9153,Game2,Lose,2024-01-27 23:21:23,60
Tuvia,Game2,Lose,2023-12-03 12:37:59,80
Maya728,Game2,Lose,2023-12-28 11:43:55,70
Zohar,Game2,Lose,2024-02-20 08:27:53,30
Yardena,Game1,Lose,2024-01-02 20:42:56,55
Aviad9839,Game2,Win,2024-01-18 11:06:28,75
Michal6806,Game2,Win,2024-02-04 09:33:27,40
Orly,Game2,Win,2024-01-27 03:42:53,80
Nirit,Game2,Win,2024-01-17 03:52:13,35
Gideon5543,Game2,Lose,2023-12-18 03:31:58,55
Yotam3499,Game2,Win,2024-02-12 05:23:58,65
Orit,Game1,Win,2024-01-21 12:10:04,80
Yulia8693,Game2,Win,2023-12-13 02:26:38,70
Yishai804,Game1,Win,2023-12-16 03:22:50,40
Yehuda5382,Game1,Lose,2023-12-20 10:57:32,30
Shirley9825,Game2,Win,2024-02-25 12:57:17,20
Ilanit,Game1,Lose,2024-01-17 14:07:42,70
Noa4796,Game1,Lose,2023-12-27 01:31:30,10
Chaya8681,Game1,Win,2024-01-21 17:18:19,25
Tamar1673,Game1,Lose,2024-01-22 11:09:46,60
Kfir456,Game2,Win,2024-01-05 05:54:16,50
Shir7447,Game2,Lose,2023-12-24 03:42:40,15
Eran,Game2,Win,2024-01-14 09:52:13,15
Natan5436,Game1,Win,2023-12-17 20:48:46,25
Shirley3729,Game1,Win,2024-01-20 17:48:37,45
Eyal,Game1,Win,2023-12-30 04:50:32,0
Shirley3729,Game2,Lose,2024-01-07 11:55:10,75
Moti9269,Game1,Win,2024-01-12 07:35:42,65
Shir3692,Game2,Lose,2024-02-20 03:04:12,75
Oded4632,Game1,Lose,2024-01-03 00:59:46,15
Yigal,Game1,Lose,2023-12-19 10:14:44,5
Yoni3390,Game1,Win,2024-02-01 17:48:34,75
Iris5212,Game1,Win,2024-02-10 14:51:34,95
Tom,Game2,Lose,2023-12-13 04:50:21,85
Yehudit848,Game1,Lose,2024-01-06 08:15:14,55
Noya,Game2,Win,2023-12-23 03:08:39,75
Yishai804,Game1,Lose,2024-01-01 02:22:00,35
Yonina4263,Game2,Lose,2024-03-02 20:47:42,85
Chaya9289,Game2,Win,2024-02-08 21:08:43,60
Yohanan371,Game1,Lose,2024-01-20 14:00:32,35
Shulamit6853,Game1,Lose,2024-02-11 18:01:18,85
Shmuel3001,Game2,Win,2024-01-30 01:20:21,50
Amram,Game1,Lose,2024-02-09 07:33:48,50
Avi3546,Game1,Win,2024-01-21 07:44:32,75
Yulia8693,Game2,Win,2024-01-05 13:15:41,75
Tal6638,Game1,Lose,2024-01-26 10:59:06,40
Maya728,Game1,Win,2024-02-06 14:35:29,90
Rina6716,Game2,Lose,2023-12-30 23:44:30,5
Yael2580,Game2,Lose,2024-02-15 01:42:08,75
Hadar5460,Game1,Win,2024-01-11 12:47:31,75
Shulamit9291,Game2,Lose,2023-12-02 11:35:56,70
Vardit7907,Game2,Lose,2023-12-23 02:20:36,5
Yael,Game2,Lose,2024-01-24 07:05:15,25
Amram6787,Game1,Win,2024-01-21 06:27:02,10
Dror8570,Game1,Lose,2023-12-30 01:38:03,60
Shani7964,Game2,Lose,2024-02-09 05:46:18,50
Noam6461,Game1,Lose,2024-01-07 03:17:22,40
Shira,Game1,Win,2024-01-03 21:00:05,20
Shmuel3838,Game1,Win,2024-01-23 03:31:24,20
Leah,Game2,Lose,2024-01-19 15:19:38,15
Noa4796,Game2,Win,2023-12-01 15:42:29,55
Shlomit,Game2,Win,2024-01-23 07:11:54,80
Sigal712,Game2,Lose,2024-03-03 06:23:37,85
Yitzhak4371,Game2,Lose,2024-02-18 18:11:11,75
Elad,Game2,Win,2024-02-12 03:31:39,85
Bracha3350,Game2,Lose,2024-01-12 00:25:14,30
Shaked,Game1,Lose,2023-12-31 20:53:46,50
Osnat3192,Game1,Lose,2023-12-12 00:56:46,50
Natan4529,Game1,Win,2024-01-01 00:11:15,75
Ami4562,Game2,Win,2024-02-19 23:58:18,5
Shir7447,Game1,Lose,2024-01-30 19:32:04,15
Yoel1675,Game1,Win,2024-03-02 08:25:11,95
Kfir2688,Game2,Lose,2023-12-08 07:11:59,25
Yiska,Game1,Lose,2024-01-26 15:01:01,95
Michal6806,Game2,Win,2024-01-09 05:16:22,25
Avi5187,Game1,Lose,2023-12-21 15:31:25,10
Esti4521,Game2,Win,2024-01-17 01:22:57,100
Moran,Game2,Win,2023-12-28 19:59:08,25
Yishai2080,Game2,Win,2023-12-27 03:07:12,55
Yishai,Game2,Win,2024-01-10 12:39:16,65
Michal7894,Game2,Win,2023-12-28 03:34:18,30
Yardena7904,Game2,Lose,2024-01-01 21:47:40,45
Leah7630,Game2,Lose,2023-12-13 09:19:26,80
Revital655,Game2,Lose,2023-12-16 20:33:47,40
Ilanit5060,Game2,Lose,2023-12-09 12:19:34,0
Lilach207,Game2,Lose,2023-12-24 23:53:31,75
